XR_004936710.1	Gm26206	Gm26206
XM_006530947.4	Klhdc4	Klhdc4
XM_006530948.5	Klhdc4	Klhdc4
XM_006530950.5	Klhdc4	Klhdc4
XM_030243519.2	Klhdc4	Klhdc4
XM_017312755.3	Klhdc4	Klhdc4
XM_006530952.5	Klhdc4	Klhdc4
XR_004935204.1	Gm24283	Gm24283
XR_879277.3	Gm26812	Gm26812
XR_879278.3	Gm26812	Gm26812
XR_879279.3	Gm26812	Gm26812
NM_011404.3	Slc7a5	Slc7a5
NR_167716.1	BC048644	BC048644
NM_007608.2	Car5a	Car5a
NR_182207.1	Banp	Banp
NR_182208.1	Banp	Banp
XM_017312899.2	Banp	Banp
NM_016812.4	Banp	Banp
NM_001110100.2	Banp	Banp
NM_001285981.1	Banp	Banp
NM_001285983.1	Banp	Banp
NM_001413730.1	Banp	Banp
NM_001413731.1	Banp	Banp
NM_001413724.1	Banp	Banp
NM_001413725.1	Banp	Banp
NM_001413727.1	Banp	Banp
NM_001413729.1	Banp	Banp
NM_001413726.1	Banp	Banp
NM_001413728.1	Banp	Banp
XM_011248442.1	Banp	Banp
XM_030243675.2	Banp	Banp
XM_030243674.2	Banp	Banp
XM_011248445.1	Banp	Banp
NR_169031.1	Gm27011	Gm27011
NR_106096.1	Mir7237	Mir7237
unassigned_transcript_1358	Mir7237	Mir7237
unassigned_transcript_1359	Mir7237	Mir7237
XM_011248576.4	Zfp469	Zfp469
XM_036153837.1	Zfp469	Zfp469
NM_001362883.2	Zfp469	Zfp469
XM_006531558.5	Zfp469	Zfp469
XR_879284.1	Gm34413	Gm34413
XR_879283.1	Gm34413	Gm34413
XR_879282.3	Gm39268	Gm39268
XR_879285.4	Gm39269	Gm39269
XR_879286.4	Gm39269	Gm39269
XM_030243422.1	Zfpm1	Zfpm1
NM_009569.4	Zfpm1	Zfpm1
XM_006530851.5	Zfpm1	Zfpm1
XR_001778679.3	Gm46056	Gm46056
XM_030243315.2	Trhr2	Trhr2
XM_030243314.1	Trhr2	Trhr2
NM_133202.3	Trhr2	Trhr2
XM_030243834.2	Zc3h18	Zc3h18
NM_001310650.1	Zc3h18	Zc3h18
NM_001029993.1	Zc3h18	Zc3h18
NM_001029994.1	Zc3h18	Zc3h18
XM_006531470.4	Zc3h18	Zc3h18
XM_006531469.4	Zc3h18	Zc3h18
XM_011248538.2	Zc3h18	Zc3h18
XM_036154364.1	Zc3h18	Zc3h18
XM_036153977.1	Il17c	Il17c
NM_145834.4	Il17c	Il17c
NM_001301284.1	Cyba	Cyba
NM_007806.3	Cyba	Cyba
XR_004935112.1	Gm53466	Gm53466
XR_004935114.1	Gm53466	Gm53466
XR_004935113.1	Gm53466	Gm53466
NR_028354.1	Mvd	Mvd
NM_138656.2	Mvd	Mvd
XR_003947482.2	Gm51557	Gm51557
NR_045696.1	9330133O14Rik	9330133O14Rik
NR_015497.2	Gm20735	Gm20735
XM_006531074.5	Snai3	Snai3
NM_013914.3	Snai3	Snai3
NM_001033142.3	Rnf166	Rnf166
NM_001368370.1	Rnf166	Rnf166
NR_152823.1	Ctu2	Ctu2
XR_004934869.1	Ctu2	Ctu2
XR_004934870.1	Ctu2	Ctu2
XR_004934871.1	Ctu2	Ctu2
XR_003947328.2	Ctu2	Ctu2
XR_003947329.2	Ctu2	Ctu2
NM_153775.2	Ctu2	Ctu2
NM_001037298.1	Piezo1	Piezo1
NM_001357349.1	Piezo1	Piezo1
XM_006530954.2	Piezo1	Piezo1
XM_006530956.2	Piezo1	Piezo1
XM_006530953.2	Piezo1	Piezo1
XM_006530959.3	Piezo1	Piezo1
XM_011248372.2	Piezo1	Piezo1
XM_006530957.3	Piezo1	Piezo1
XR_004935190.1	Gm26497	Gm26497
XR_388136.2	Gm34847	Gm34847
NM_026014.3	Cdt1	Cdt1
NM_009698.2	Aprt	Aprt
XR_387755.3	Galns	Galns
XR_387756.4	Galns	Galns
NM_001193645.1	Galns	Galns
NM_016722.4	Galns	Galns
XM_017312894.2	Galns	Galns
XM_006531177.3	Galns	Galns
XM_036154449.1	Gm34962	Gm34962
NM_021502.2	Trappc2l	Trappc2l
NM_001007462.1	Pabpn1l	Pabpn1l
NR_105821.1	Mir6396	Mir6396
unassigned_transcript_1360	Mir6396	Mir6396
NM_009824.2	Cbfa2t3	Cbfa2t3
NM_177289.1	Cbfa2t3	Cbfa2t3
NM_001109873.1	Cbfa2t3	Cbfa2t3
XM_011248291.4	Cbfa2t3	Cbfa2t3
XM_011248293.3	Cbfa2t3	Cbfa2t3
XM_011248292.3	Cbfa2t3	Cbfa2t3
XM_030243267.1	Cbfa2t3	Cbfa2t3
XM_030243268.2	Cbfa2t3	Cbfa2t3
XM_011248289.4	Cbfa2t3	Cbfa2t3
XM_030243269.2	Cbfa2t3	Cbfa2t3
XM_017312547.2	Cbfa2t3	Cbfa2t3
XM_030243270.2	Cbfa2t3	Cbfa2t3
XM_030243271.2	Cbfa2t3	Cbfa2t3
NR_166074.1	Gm10612	Gm10612
XR_004935140.1	Gm53467	Gm53467
XR_004935131.1	C230057M02Rik	C230057M02Rik
XR_004935132.1	C230057M02Rik	C230057M02Rik
XR_004935128.1	C230057M02Rik	C230057M02Rik
XR_004935137.1	C230057M02Rik	C230057M02Rik
XR_004935135.1	C230057M02Rik	C230057M02Rik
XR_004935133.1	C230057M02Rik	C230057M02Rik
XR_004935123.1	C230057M02Rik	C230057M02Rik
XR_004935121.1	C230057M02Rik	C230057M02Rik
XR_004935136.1	C230057M02Rik	C230057M02Rik
XR_004935117.1	C230057M02Rik	C230057M02Rik
XR_004935129.1	C230057M02Rik	C230057M02Rik
XR_004935130.1	C230057M02Rik	C230057M02Rik
XR_004935124.1	C230057M02Rik	C230057M02Rik
XR_004935138.1	C230057M02Rik	C230057M02Rik
XR_004935125.1	C230057M02Rik	C230057M02Rik
XR_004935134.1	C230057M02Rik	C230057M02Rik
XR_004935118.1	C230057M02Rik	C230057M02Rik
XR_004935139.1	C230057M02Rik	C230057M02Rik
XR_004935120.1	C230057M02Rik	C230057M02Rik
XR_004935122.1	C230057M02Rik	C230057M02Rik
XR_004935119.1	C230057M02Rik	C230057M02Rik
XR_004935126.1	C230057M02Rik	C230057M02Rik
XR_004935115.1	C230057M02Rik	C230057M02Rik
XR_004935127.1	C230057M02Rik	C230057M02Rik
XR_004935116.1	C230057M02Rik	C230057M02Rik
NR_151739.1	A530010L16Rik	A530010L16Rik
XR_001778707.2	Gm39271	Gm39271
XR_879309.2	Gm39271	Gm39271
XR_879308.2	Gm39271	Gm39271
XR_003947487.1	Gm39271	Gm39271
XR_003947284.1	Acsf3	Acsf3
XR_003947283.1	Acsf3	Acsf3
XM_030243568.1	Acsf3	Acsf3
XM_006531030.3	Acsf3	Acsf3
NM_144932.4	Acsf3	Acsf3
XM_006531032.4	Acsf3	Acsf3
XM_036154052.1	Acsf3	Acsf3
XM_030243570.1	Acsf3	Acsf3
NM_007662.2	Cdh15	Cdh15
NR_037865.1	Ankrd11	Ankrd11
XM_036154377.1	Ankrd11	Ankrd11
XM_030243852.1	Ankrd11	Ankrd11
XM_030243851.1	Ankrd11	Ankrd11
NM_001081379.2	Ankrd11	Ankrd11
XR_004935142.1	Gm39273	Gm39273
XR_879314.4	Gm39272	Gm39272
XR_004935141.1	Gm39272	Gm39272
XR_004935186.1	Gm24445	Gm24445
NR_045268.1	2810013P06Rik	2810013P06Rik
XR_004935143.1	Gm35677	Gm35677
NR_157166.1	Spg7	Spg7
NM_153176.5	Spg7	Spg7
NM_001364435.1	Spg7	Spg7
NM_016738.5	Rpl13	Rpl13
NR_028128.1	Snord68	Snord68
NR_106047.1	Mir7079	Mir7079
unassigned_transcript_1361	Mir7079	Mir7079
unassigned_transcript_1362	Mir7079	Mir7079
XR_001778387.3	Cpne7	Cpne7
XR_387726.4	Cpne7	Cpne7
NM_170684.2	Cpne7	Cpne7
XM_006530549.2	Cpne7	Cpne7
NR_106048.1	Mir7080	Mir7080
unassigned_transcript_1363	Mir7080	Mir7080
unassigned_transcript_1364	Mir7080	Mir7080
XR_003947321.2	Sult5a1	Sult5a1
XM_006531230.5	Sult5a1	Sult5a1
NM_020564.3	Sult5a1	Sult5a1
XM_030243700.2	Sult5a1	Sult5a1
XM_006531231.5	Sult5a1	Sult5a1
XM_006531232.5	Sult5a1	Sult5a1
XM_036154451.1	Gm57791	Gm57791
XR_001778708.2	Gm4316	Gm4316
NM_007876.3	Dpep1	Dpep1
NM_001417012.1	Dpep1	Dpep1
NM_145606.3	Chmp1a	Chmp1a
XM_006531112.3	Spata33	Spata33
XM_011248408.3	Spata33	Spata33
XM_006531111.4	Spata33	Spata33
XM_006531113.4	Spata33	Spata33
NM_177279.4	Spata33	Spata33
NM_194446.2	Cdk10	Cdk10
NM_194444.2	Cdk10	Cdk10
XM_011248374.3	Cdk10	Cdk10
NM_001357302.1	Spata2l	Spata2l
NM_001357301.1	Spata2l	Spata2l
NM_030176.3	Spata2l	Spata2l
NM_001357300.1	Spata2l	Spata2l
XM_006531504.5	Spata2l	Spata2l
XM_006531506.2	Spata2l	Spata2l
NR_045849.1	4933417D19Rik	4933417D19Rik
XR_003947342.1	Vps9d1	Vps9d1
XR_004934889.1	Vps9d1	Vps9d1
XR_001778475.1	Vps9d1	Vps9d1
XR_003947343.2	Vps9d1	Vps9d1
XR_003947341.2	Vps9d1	Vps9d1
NM_028200.2	Vps9d1	Vps9d1
NM_001310661.1	Vps9d1	Vps9d1
XM_006531390.4	Vps9d1	Vps9d1
XM_030243787.2	Vps9d1	Vps9d1
XM_030243788.2	Vps9d1	Vps9d1
XR_387763.5	Zfp276	Zfp276
XR_001778459.3	Zfp276	Zfp276
XR_003947319.2	Zfp276	Zfp276
NM_020497.2	Zfp276	Zfp276
XM_006531227.5	Zfp276	Zfp276
XM_017312923.3	Zfp276	Zfp276
XM_006531229.5	Zfp276	Zfp276
XM_006531228.5	Zfp276	Zfp276
XM_030243697.2	Zfp276	Zfp276
XR_387732.4	Fanca	Fanca
XR_004934770.1	Fanca	Fanca
XM_006530661.4	Fanca	Fanca
XM_006530662.4	Fanca	Fanca
XM_036153753.1	Fanca	Fanca
NM_016925.4	Fanca	Fanca
XM_006530663.4	Fanca	Fanca
XM_006530664.5	Fanca	Fanca
XM_006530665.2	Fanca	Fanca
NM_172287.2	Spire2	Spire2
XM_006531296.5	Tcf25	Tcf25
XM_006531297.2	Tcf25	Tcf25
XM_011248487.2	Tcf25	Tcf25
XM_030243730.1	Tcf25	Tcf25
XM_006531298.4	Tcf25	Tcf25
NM_025804.3	Tcf25	Tcf25
NM_001359075.2	Tcf25	Tcf25
NM_001037877.4	Tcf25	Tcf25
NM_001359076.2	Tcf25	Tcf25
NM_001286362.2	Tcf25	Tcf25
NM_001037878.5	Tcf25	Tcf25
NM_001286363.3	Tcf25	Tcf25
NM_008559.3	Mc1r	Mc1r
NM_023279.3	Tubb3	Tubb3
NR_182269.1	Def8	Def8
NM_001414282.1	Def8	Def8
NM_001253784.2	Def8	Def8
NM_001253783.2	Def8	Def8
NM_001414283.1	Def8	Def8
NM_001414287.1	Def8	Def8
NM_001414286.1	Def8	Def8
NM_001414285.1	Def8	Def8
NM_054046.6	Def8	Def8
NM_001414281.1	Def8	Def8
NM_001414288.1	Def8	Def8
NM_001414289.1	Def8	Def8
NM_001414280.1	Def8	Def8
NM_001414284.1	Def8	Def8
NM_001281803.2	Def8	Def8
XM_006530977.5	Def8	Def8
NM_001414292.1	Def8	Def8
NM_001414290.1	Def8	Def8
NM_001414294.1	Def8	Def8
NM_001414291.1	Def8	Def8
NM_001414293.1	Def8	Def8
XR_879317.2	Gm39275	Gm39275
NR_028260.1	Afg3l1	Afg3l1
NM_054070.3	Afg3l1	Afg3l1
XM_011248276.3	Afg3l1	Afg3l1
NM_001170976.2	Dbndd1	Dbndd1
XM_011248510.3	Dbndd1	Dbndd1
NM_001395625.1	Dbndd1	Dbndd1
XM_011248509.4	Dbndd1	Dbndd1
NM_001170975.3	Dbndd1	Dbndd1
NM_028146.5	Dbndd1	Dbndd1
NM_001395626.1	Dbndd1	Dbndd1
NR_189740.1	Gas8	Gas8
NM_001426531.1	Gas8	Gas8
NM_018855.3	Gas8	Gas8
NM_001426530.1	Gas8	Gas8
XM_030243229.2	Gas8	Gas8
XM_006530552.3	Gas8	Gas8
NR_046118.1	n-R5s100	n-R5s100
XR_004935274.1	n-R5s101	n-R5s101
XR_004935279.1	n-R5s102	n-R5s102
NR_046119.1	n-R5s103	n-R5s103
NR_046120.1	n-R5s104	n-R5s104
NR_046122.1	n-R5s105	n-R5s105
XR_004935270.1	n-R5s106	n-R5s106
XR_004935282.1	n-R5s107	n-R5s107
NR_046123.1	n-R5s108	n-R5s108
XR_004935285.1	n-R5s109	n-R5s109
NR_046124.1	n-R5s110	n-R5s110
NR_046125.1	n-R5s111	n-R5s111
XR_004935276.1	n-R5s112	n-R5s112
NR_046126.1	n-R5s113	n-R5s113
XR_004935280.1	n-R5s114	n-R5s114
XR_004935284.1	n-R5s115	n-R5s115
NR_046127.1	Gm25018	Gm25018
NR_046128.1	n-R5s117	n-R5s117
XR_004935271.1	n-R5s118	n-R5s118
XR_004935281.1	n-R5s119	n-R5s119
XR_004935277.1	n-R5s120	n-R5s120
NR_046129.1	n-R5s121	n-R5s121
NR_046130.1	n-R5s122	n-R5s122
NR_046132.1	n-R5s123	n-R5s123
NR_046133.1	n-R5s124	n-R5s124
XR_004935278.1	n-R5s125	n-R5s125
XR_004935272.1	Gm24312	Gm24312
NR_046134.1	n-R5s128	n-R5s128
XR_004935275.1	n-R5s129	n-R5s129
XR_004935273.1	n-R5s130	n-R5s130
XR_004935283.1	n-R5s131	n-R5s131
NR_046140.1	Gm26391	Gm26391
NR_046141.1	n-R5s133	n-R5s133
NR_046143.1	n-R5s134	n-R5s134
NR_030686.1	Rn5s	Rn5s
NR_046144.1	n-R5s136	n-R5s136
NR_046145.1	n-R5s138	n-R5s138
NR_046146.1	n-R5s139	n-R5s139
NR_046147.1	Gm22109	Gm22109
NR_046148.1	n-R5s141	n-R5s141
NR_046149.1	n-R5s142	n-R5s142
NR_046150.1	n-R5s143	n-R5s143
NR_046151.1	n-R5s144	n-R5s144
NR_046152.1	Gm25212	Gm25212
NR_046153.1	n-R5s146	n-R5s146
NR_046154.1	Gm22291	Gm22291
NR_046155.1	Gm23284	Gm23284
NR_046156.1	n-R5s149	n-R5s149
XR_106135.4	Gm19600	Gm19600
XR_004935144.1	Gm19600	Gm19600
XR_388158.2	Gm35930	Gm35930
XR_004935145.1	Gm35874	Gm35874
XR_388157.3	Gm35874	Gm35874
NM_133955.5	Rhou	Rhou
XR_388159.3	Gm35995	Gm35995
XR_879319.1	Gm39277	Gm39277
XR_388160.1	Gm36059	Gm36059
XR_388161.1	Gm36059	Gm36059
XR_879322.2	Gm39278	Gm39278
XR_879321.2	Gm39278	Gm39278
NR_040702.1	6030466F02Rik	6030466F02Rik
NR_166622.1	4732419C18Rik	4732419C18Rik
XR_003947606.1	Gm36188	Gm36188
XR_003947602.1	Gm36188	Gm36188
XR_879323.2	Gm36188	Gm36188
XR_388164.4	Gm36188	Gm36188
XR_003947604.1	Gm36188	Gm36188
XR_003947605.1	Gm36188	Gm36188
XR_003947603.1	Gm36188	Gm36188
XR_003947607.1	Gm36188	Gm36188
NR_188946.1	Rab4a	Rab4a
NM_009003.5	Rab4a	Rab4a
NR_166592.1	Ccsap	Ccsap
NM_001379289.1	Ccsap	Ccsap
NM_028536.1	Ccsap	Ccsap
XR_388182.5	Gm9901	Gm9901
XR_388184.3	Gm36896	Gm36896
XR_004935149.1	Gm53468	Gm53468
XR_004935147.1	Gm53468	Gm53468
XR_004935146.1	Gm53468	Gm53468
XR_004935148.1	Gm53468	Gm53468
NM_009606.3	Acta1	Acta1
NM_001272041.1	Acta1	Acta1
XR_004935152.1	Gm29773	Gm29773
XR_004935154.1	Gm29773	Gm29773
XR_004935150.1	Gm29773	Gm29773
XR_879336.4	Gm29773	Gm29773
XR_004935151.1	Gm29773	Gm29773
XR_004935153.1	Gm29773	Gm29773
NM_172288.3	Nup133	Nup133
XM_006530964.5	Nup133	Nup133
NM_019552.2	Abcb10	Abcb10
XM_036154190.1	Abcb10	Abcb10
XR_004935156.1	Gm53469	Gm53469
XR_004935155.1	Gm53469	Gm53469
NM_133966.3	Taf5l	Taf5l
NM_001357315.1	Taf5l	Taf5l
NM_001029876.2	Urb2	Urb2
NM_001368414.1	Urb2	Urb2
NR_035493.1	Mir1967	Mir1967
unassigned_transcript_1365	Mir1967	Mir1967
XR_388188.4	Gm29897	Gm29897
XR_388186.2	Gm29897	Gm29897
XR_388187.2	Gm29897	Gm29897
XR_879337.1	Gm29897	Gm29897
XR_879340.2	Gm30005	Gm30005
XR_879339.2	Gm30005	Gm30005
XR_879341.3	Gm30005	Gm30005
XR_879345.1	Gm30081	Gm30081
XR_879344.4	Gm30081	Gm30081
XR_879342.4	Gm30081	Gm30081
XR_879343.3	Gm30081	Gm30081
XR_004935157.1	Gm42054	Gm42054
XR_004935158.1	Gm42054	Gm42054
XR_004935160.1	Gm42054	Gm42054
XR_004935159.1	Gm42054	Gm42054
XR_879347.2	Gm42054	Gm42054
XR_879348.2	Gm42054	Gm42054
NM_139272.2	Galnt2	Galnt2
NM_171824.3	Pgbd5	Pgbd5
XM_030243379.2	Pgbd5	Pgbd5
XR_879349.2	C330016L05Rik	C330016L05Rik
XR_388195.3	Gm30209	Gm30209
XR_879351.3	Gm39280	Gm39280
XR_001778485.1	Cog2	Cog2
NM_029746.3	Cog2	Cog2
NM_007428.4	Agt	Agt
NM_001416312.1	Agt	Agt
XM_006531404.3	Capn9	Capn9
XM_006531405.3	Capn9	Capn9
NM_023709.4	Capn9	Capn9
NM_175149.4	2310022B05Rik	2310022B05Rik
XR_001778436.2	Ttc13	Ttc13
XR_878807.4	Ttc13	Ttc13
XR_004934821.1	Ttc13	Ttc13
XM_036153978.1	Ttc13	Ttc13
XM_006530966.5	Ttc13	Ttc13
NM_001357356.2	Ttc13	Ttc13
NM_001373941.1	Ttc13	Ttc13
NM_001373940.1	Ttc13	Ttc13
NM_001357355.2	Ttc13	Ttc13
NM_001357357.2	Ttc13	Ttc13
NM_001373943.1	Ttc13	Ttc13
NM_001373939.1	Ttc13	Ttc13
XM_017312765.1	Ttc13	Ttc13
XM_036153979.1	Ttc13	Ttc13
XM_030243924.1	Gm46058	Gm46058
XM_030243925.1	Gm46058	Gm46058
XM_017313046.1	Gm46058	Gm46058
XR_388197.1	Gm30273	Gm30273
XR_879354.1	Gm30273	Gm30273
XR_388196.1	Gm30273	Gm30273
XM_011248496.3	Arv1	Arv1
XM_006531337.4	Arv1	Arv1
NM_001368372.1	Arv1	Arv1
NM_026855.5	Arv1	Arv1
NM_001081120.2	Fam89a	Fam89a
XR_004935161.1	Gm46059	Gm46059
XR_001778718.2	Gm46059	Gm46059
NM_198632.2	Trim67	Trim67
NR_188797.1	Gm16163	Gm16163
NM_025615.2	2810004N23Rik	2810004N23Rik
NM_010322.3	Gnpat	Gnpat
NM_198103.2	Exoc8	Exoc8
XR_387744.4	Sprtn	Sprtn
XM_036154049.1	Sprtn	Sprtn
NM_001111141.2	Sprtn	Sprtn
XM_006531020.5	Sprtn	Sprtn
NM_001363475.2	Egln1	Egln1
NM_053207.3	Egln1	Egln1
XR_001778719.3	Gm46060	Gm46060
XR_879355.2	Gm39281	Gm39281
NM_016909.3	Tsnax	Tsnax
XR_004934825.1	Disc1	Disc1
XM_011248388.4	Disc1	Disc1
NM_174853.3	Disc1	Disc1
NM_174854.2	Disc1	Disc1
XM_011248387.4	Disc1	Disc1
XR_879356.2	Gm30713	Gm30713
XR_388200.4	Gm30713	Gm30713
NM_001357372.1	Sipa1l2	Sipa1l2
NM_001081337.2	Sipa1l2	Sipa1l2
XM_011248389.1	Sipa1l2	Sipa1l2
XM_006531024.1	Sipa1l2	Sipa1l2
XM_030243567.2	Sipa1l2	Sipa1l2
XR_003947610.1	4930566D17Rik	4930566D17Rik
XR_003947612.1	4930566D17Rik	4930566D17Rik
XR_003947611.1	4930566D17Rik	4930566D17Rik
XR_003947613.2	Gm51602	Gm51602
NR_015535.2	4930567H12Rik	4930567H12Rik
XR_388203.2	Gm30871	Gm30871
XR_004935162.1	Gm30871	Gm30871
NM_028908.3	Map10	Map10
XR_879357.2	Gm39282	Gm39282
NR_168709.1	Gm39283	Gm39283
XM_006531285.4	Ntpcr	Ntpcr
XM_030243723.1	Ntpcr	Ntpcr
XM_006531283.4	Ntpcr	Ntpcr
XM_006531286.5	Ntpcr	Ntpcr
NM_025636.5	Ntpcr	Ntpcr
NM_001310688.1	Ntpcr	Ntpcr
XM_006531287.4	Ntpcr	Ntpcr
XR_003947294.2	Pcnx2	Pcnx2
XM_011248395.4	Pcnx2	Pcnx2
XM_036154083.1	Pcnx2	Pcnx2
XM_011248396.3	Pcnx2	Pcnx2
XM_006531060.1	Pcnx2	Pcnx2
NM_175561.4	Pcnx2	Pcnx2
XR_004935163.1	Gm39285	Gm39285
XR_879361.2	Gm39284	Gm39284
XR_003947618.1	Gm39284	Gm39284
XR_003947617.1	Gm39284	Gm39284
XR_003947619.1	Gm51603	Gm51603
XR_004935164.1	Gm46061	Gm46061
XR_003947616.1	Gm46061	Gm46061
NR_155422.1	A730098A19Rik	A730098A19Rik
NM_145608.2	Map3k21	Map3k21
XM_006530971.1	Map3k21	Map3k21
XR_388207.3	Gm31069	Gm31069
XR_388208.3	Gm31069	Gm31069
XR_879364.1	Gm42056	Gm42056
XM_006530716.4	Kcnk1	Kcnk1
NM_008430.2	Kcnk1	Kcnk1
XR_004935165.1	Gm53470	Gm53470
XR_001778764.1	Gm46072	Gm46072
XM_011248334.3	Slc35f3	Slc35f3
XM_030243383.2	Slc35f3	Slc35f3
XM_030243382.1	Slc35f3	Slc35f3
XM_011248335.3	Slc35f3	Slc35f3
NM_001363500.1	Slc35f3	Slc35f3
XM_030243381.2	Slc35f3	Slc35f3
NM_175434.3	Slc35f3	Slc35f3
XM_006530806.4	Slc35f3	Slc35f3
XR_388209.4	Gm31165	Gm31165
XR_004935166.1	Gm53471	Gm53471
XR_003947620.1	Gm51604	Gm51604
NM_174987.5	Coa6	Coa6
XR_003947249.1	Tarbp1	Tarbp1
NM_001159907.1	Tarbp1	Tarbp1
XR_003947621.2	Gm51605	Gm51605
XR_879365.4	Gm39286	Gm39286
NM_001164598.3	Irf2bp2	Irf2bp2
XR_388211.3	Gm31603	Gm31603
XR_003947622.2	Gm45805	Gm45805
XR_879375.4	Gm31718	Gm31718
XR_001778721.3	Gm31718	Gm31718
XR_001778722.3	Gm31718	Gm31718
XR_388221.5	Gm31718	Gm31718
XR_879368.4	Gm31718	Gm31718
XR_388217.5	Gm31718	Gm31718
XR_879369.4	Gm31718	Gm31718
XR_879372.4	Gm31718	Gm31718
XR_004935168.1	Gm31718	Gm31718
XR_879373.4	Gm31718	Gm31718
XR_004935167.1	Gm31718	Gm31718
XR_004935169.1	Gm31718	Gm31718
XR_879376.2	Gm31718	Gm31718
XR_001778724.3	Gm31718	Gm31718
XR_001778723.3	Gm31718	Gm31718
NR_151740.1	A630001O12Rik	A630001O12Rik
NM_024214.2	Tomm20	Tomm20
XR_003947623.2	Gm53208	Gm53208
XR_004935227.1	Gm26397	Gm26397
NM_172762.3	Rbm34	Rbm34
NM_001374800.1	Rbm34	Rbm34
NR_151744.1	Gm29688	Gm29688
XM_036154453.1	Gm38574	Gm38574
XM_006531520.3	Pard3	Pard3
XM_006531523.3	Pard3	Pard3
XM_006531524.3	Pard3	Pard3
XM_006531527.3	Pard3	Pard3
XM_006531529.3	Pard3	Pard3
XM_006531530.3	Pard3	Pard3
XM_030243870.1	Pard3	Pard3
XM_006531532.3	Pard3	Pard3
XM_006531531.3	Pard3	Pard3
XM_006531533.3	Pard3	Pard3
XM_006531526.3	Pard3	Pard3
XM_030243868.1	Pard3	Pard3
XM_030243867.1	Pard3	Pard3
XM_030243869.1	Pard3	Pard3
XM_036154397.1	Pard3	Pard3
XM_030243872.1	Pard3	Pard3
XM_030243871.1	Pard3	Pard3
NM_001363432.1	Pard3	Pard3
NM_001309391.1	Pard3	Pard3
NM_001309392.1	Pard3	Pard3
NM_033620.2	Pard3	Pard3
NM_001363431.1	Pard3	Pard3
NM_001122850.2	Pard3	Pard3
NM_001013581.3	Pard3	Pard3
NM_001013580.4	Pard3	Pard3
XR_003947489.2	Gm53207	Gm53207
XR_003947491.2	Gm9909	Gm9909
XR_003947490.2	Gm9909	Gm9909
XR_003947492.1	Gm51558	Gm51558
XR_004935170.1	Gm32478	Gm32478
XR_388232.3	Gm32478	Gm32478
XR_388233.1	Gm32532	Gm32532
XR_879379.1	Gm32532	Gm32532
XR_388234.2	Gm32590	Gm32590
XR_879381.4	A930035F09Rik	A930035F09Rik
XR_879380.2	A930035F09Rik	A930035F09Rik
XR_004935175.1	Gm53472	Gm53472
NR_105822.1	Mir21c	Mir21c
unassigned_transcript_1366	Mir21c	Mir21c
NM_008737.3	Nrp1	Nrp1
NM_001358960.2	Nrp1	Nrp1
NM_001358959.2	Nrp1	Nrp1
NM_001424858.1	Nrp1	Nrp1
NM_001424859.1	Nrp1	Nrp1
NR_035436.1	Mir1903	Mir1903
unassigned_transcript_1367	Mir1903	Mir1903
XR_003947627.2	Gm32643	Gm32643
XR_003947629.2	Gm32643	Gm32643
XR_003947628.2	Gm32643	Gm32643
XR_388237.5	Gm32643	Gm32643
XR_004935174.1	Gm32643	Gm32643
XR_879387.4	Gm32643	Gm32643
XR_004935172.1	Gm32643	Gm32643
XR_003947625.2	Gm32643	Gm32643
XR_003947626.2	Gm32643	Gm32643
XR_879390.4	Gm32643	Gm32643
XR_879386.4	Gm32643	Gm32643
XR_004935173.1	Gm32643	Gm32643
XR_879384.4	Gm32643	Gm32643
XR_004935171.1	Gm32643	Gm32643
XR_879385.4	Gm32643	Gm32643
XR_004935187.1	Gm26002	Gm26002
NM_010578.2	Itgb1	Itgb1
NM_001395237.1	Ccdc7a	Ccdc7a
NM_029061.3	Ccdc7a	Ccdc7a
NM_001197041.1	Ccdc7a	Ccdc7a
XR_004935259.1	Gm26100	Gm26100
XR_004935253.1	Gm22545	Gm22545
NM_001369028.1	Ccdc7b	Ccdc7b
NM_001369029.1	Ccdc7b	Ccdc7b
XM_030243825.1	Ccdc7b	Ccdc7b
NM_001168369.1	Ccdc7b	Ccdc7b
NM_029292.3	Ccdc7b	Ccdc7b
XR_004935243.1	Gm22374	Gm22374
NM_153780.3	Zfp1006	Zfp1006
NR_144501.1	Gm32856	Gm32856
XM_036153710.1	Gm32856	Gm32856
XM_030243225.2	Gm32856	Gm32856
XM_030243224.2	Gm32856	Gm32856
NM_001376966.1	Gm32856	Gm32856
NM_001376968.1	Gm32856	Gm32856
NM_001346808.2	Gm32856	Gm32856
NR_039546.1	Mir101c	Mir101c
unassigned_transcript_1368	Mir101c	Mir101c
NR_027988.1	4930433N12Rik	4930433N12Rik
NR_166723.1	Gm31138	Gm31138
NR_166724.1	Gm31138	Gm31138
NM_001405036.1	Alkbh8	Alkbh8
NM_026303.2	Alkbh8	Alkbh8
XM_006509883.3	Alkbh8	Alkbh8
NM_001405037.1	Alkbh8	Alkbh8
NM_001405038.1	Alkbh8	Alkbh8
XM_036155201.1	Alkbh8	Alkbh8
XM_036155203.1	Alkbh8	Alkbh8
XM_006509881.3	Alkbh8	Alkbh8
XM_036155202.1	Alkbh8	Alkbh8
XR_004935906.1	Gm24918	Gm24918
XR_004935878.1	Gm23275	Gm23275
XM_006509865.2	Cwf19l2	Cwf19l2
NM_027545.2	Cwf19l2	Cwf19l2
NM_001033322.2	Gucy1a2	Gucy1a2
